event_type,id,agent_id,phone_number,start_time,end_time,disposition
ENDED,351,3,(647) 3308-9871,2016-03-18 21:33,2016-03-18 21:33,INCORRECT_NUMBER
ENDED,287,39,(807) 324-5790,2016-03-18 21:29,2016-03-18 21:33,REQUIRES_SUPERVISOR_ATTENTION
STARTED,355,39,(416) 1193-5768,2016-03-18 21:33,,
STARTED,356,3,(705) 8289-4053,2016-03-18 21:33,,
STARTED,357,28,(807) 7713-9009,2016-03-18 21:33,,
STARTED,358,30,(226) 927-7787,2016-03-18 21:34,,
STARTED,359,40,(289) 4297-4445,2016-03-18 21:34,,
ENDED,339,11,(365) 960-7596,2016-03-18 21:32,2016-03-18 21:34,WARM_TRANSFER
STARTED,360,11,(343) 5431-5934,2016-03-18 21:34,,
ENDED,341,13,(343) 7307-1116,2016-03-18 21:32,2016-03-18 21:34,BILLING_QUESTION
ENDED,334,34,(249) 6431-7232,2016-03-18 21:32,2016-03-18 21:34,CANCELLATION
ENDED,346,2,(249) 8046-0948,2016-03-18 21:33,2016-03-18 21:34,REQUIRES_SUPERVISOR_ATTENTION
STARTED,361,2,(807) 9879-9429,2016-03-18 21:34,,
STARTED,362,34,(647) 4146-0316,2016-03-18 21:34,,
STARTED,363,13,(519) 3098-1301,2016-03-18 21:34,,
ENDED,222,14,(905) 1999-1121,2016-03-18 21:25,2016-03-18 21:34,BILLING_QUESTION
ENDED,353,38,(705) 6919-3392,2016-03-18 21:33,2016-03-18 21:34,COMPLAINT
ENDED,340,29,(226) 6081-1428,2016-03-18 21:32,2016-03-18 21:34,COMPLAINT
ENDED,355,39,(416) 1193-5768,2016-03-18 21:33,2016-03-18 21:34,CANCELLATION
STARTED,364,38,(289) 2528-4963,2016-03-18 21:34,,
ENDED,360,11,(343) 5431-5934,2016-03-18 21:34,2016-03-18 21:34,DROPPED_WHILE_TALKING
STARTED,365,11,(905) 5074-1116,2016-03-18 21:34,,
STARTED,366,29,(519) 5308-0763,2016-03-18 21:34,,
ENDED,329,18,(647) 4440-9368,2016-03-18 21:32,2016-03-18 21:34,TECH_SUPPORT
ENDED,324,1,(437) 6731-5867,2016-03-18 21:31,2016-03-18 21:34,REFUND
ENDED,348,36,(226) 1599-1774,2016-03-18 21:33,2016-03-18 21:34,COMPLAINT
ENDED,366,29,(519) 5308-0763,2016-03-18 21:34,2016-03-18 21:34,NEW_ORDER
STARTED,367,29,(705) 4557-6546,2016-03-18 21:34,,
ENDED,349,35,(613) 8144-6913,2016-03-18 21:33,2016-03-18 21:34,NEW_ORDER
STARTED,368,14,(343) 9364-6561,2016-03-18 21:34,,
ENDED,365,11,(905) 5074-1116,2016-03-18 21:34,2016-03-18 21:34,COMPLAINT
STARTED,369,35,(905) 3963-0777,2016-03-18 21:34,,
STARTED,370,1,(519) 3721-9118,2016-03-18 21:34,,
STARTED,371,39,(289) 8661-0470,2016-03-18 21:34,,
ENDED,310,8,(343) 7269-4632,2016-03-18 21:30,2016-03-18 21:34,NEW_ORDER
ENDED,328,9,(249) 9865-5747,2016-03-18 21:32,2016-03-18 21:35,WARM_TRANSFER
ENDED,266,26,(416) 6714-1408,2016-03-18 21:27,2016-03-18 21:35,NEW_ORDER
ENDED,242,10,(226) 6294-2851,2016-03-18 21:26,2016-03-18 21:35,COMPLAINT
ENDED,370,1,(519) 3721-9118,2016-03-18 21:34,2016-03-18 21:35,NEW_ORDER
ENDED,356,3,(705) 8289-4053,2016-03-18 21:33,2016-03-18 21:35,TECH_SUPPORT
STARTED,372,9,(343) 4359-6855,2016-03-18 21:35,,
STARTED,373,10,(416) 9703-4971,2016-03-18 21:35,,
ENDED,311,22,(905) 7645-7890,2016-03-18 21:30,2016-03-18 21:35,NEW_ORDER
STARTED,374,11,(437) 1572-9939,2016-03-18 21:35,,
STARTED,375,26,(647) 8847-5721,2016-03-18 21:35,,
ENDED,301,20,(613) 2101-1108,2016-03-18 21:30,2016-03-18 21:35,PRODUCT_QUESTION
ENDED,312,12,(613) 6260-8973,2016-03-18 21:30,2016-03-18 21:35,PRODUCT_QUESTION
STARTED,376,3,(343) 7452-7559,2016-03-18 21:35,,
STARTED,377,22,(437) 4291-6911,2016-03-18 21:35,,
ENDED,332,16,(519) 4721-5593,2016-03-18 21:32,2016-03-18 21:35,REQUIRES_SUPERVISOR_ATTENTION
STARTED,378,12,(905) 2064-4919,2016-03-18 21:35,,
STARTED,379,18,(416) 3836-1678,2016-03-18 21:35,,
ENDED,352,37,(416) 8301-7483,2016-03-18 21:33,2016-03-18 21:35,DROPPED_WHILE_TALKING
ENDED,354,7,(613) 5635-4079,2016-03-18 21:33,2016-03-18 21:35,TECH_SUPPORT
STARTED,380,7,(519) 816-4163,2016-03-18 21:35,,
STARTED,381,8,(416) 2101-6775,2016-03-18 21:35,,
STARTED,382,37,(249) 4545-1784,2016-03-18 21:35,,
STARTED,383,36,(705) 1236-6878,2016-03-18 21:35,,
ENDED,323,15,(647) 3504-3235,2016-03-18 21:31,2016-03-18 21:35,DROPPED_WHILE_TALKING
STARTED,384,20,(519) 9799-0808,2016-03-18 21:35,,
STARTED,385,15,(365) 1156-7011,2016-03-18 21:35,,
STARTED,386,16,(226) 6749-2414,2016-03-18 21:35,,
ENDED,377,22,(437) 4291-6911,2016-03-18 21:35,2016-03-18 21:35,REFUND
STARTED,387,22,(905) 9551-4405,2016-03-18 21:35,,
STARTED,388,1,(365) 5854-2087,2016-03-18 21:35,,
ENDED,345,17,(613) 8262-8341,2016-03-18 21:33,2016-03-18 21:36,BILLING_QUESTION
STARTED,389,17,(437) 4235-4411,2016-03-18 21:36,,
ENDED,359,40,(289) 4297-4445,2016-03-18 21:34,2016-03-18 21:36,WARM_TRANSFER
STARTED,390,40,(365) 5584-0157,2016-03-18 21:36,,
ENDED,335,24,(365) 4037-4331,2016-03-18 21:32,2016-03-18 21:36,SILENCE
STARTED,391,24,(905) 1291-0700,2016-03-18 21:36,,
ENDED,369,35,(905) 3963-0777,2016-03-18 21:34,2016-03-18 21:36,DROPPED_WHILE_TALKING
STARTED,392,35,(905) 4363-7151,2016-03-18 21:36,,
ENDED,350,19,(343) 3924-7441,2016-03-18 21:33,2016-03-18 21:36,SILENCE
STARTED,393,19,(807) 7620-7794,2016-03-18 21:36,,
ENDED,387,22,(905) 9551-4405,2016-03-18 21:35,2016-03-18 21:36,CANCELLATION
ENDED,283,25,(365) 1873-1218,2016-03-18 21:29,2016-03-18 21:36,TECH_SUPPORT
ENDED,392,35,(905) 4363-7151,2016-03-18 21:36,2016-03-18 21:36,BILLING_QUESTION
STARTED,394,35,(905) 226-6646,2016-03-18 21:36,,
ENDED,394,35,(905) 226-6646,2016-03-18 21:36,2016-03-18 21:36,WARM_TRANSFER
ENDED,358,30,(226) 927-7787,2016-03-18 21:34,2016-03-18 21:36,SILENCE
ENDED,390,40,(365) 5584-0157,2016-03-18 21:36,2016-03-18 21:36,TECH_SUPPORT
ENDED,364,38,(289) 2528-4963,2016-03-18 21:34,2016-03-18 21:36,REFUND
STARTED,395,38,(519) 9335-2583,2016-03-18 21:36,,
ENDED,393,19,(807) 7620-7794,2016-03-18 21:36,2016-03-18 21:36,BILLING_QUESTION
ENDED,293,31,(365) 5219-8579,2016-03-18 21:29,2016-03-18 21:36,REQUIRES_SUPERVISOR_ATTENTION
STARTED,396,22,(705) 3743-0178,2016-03-18 21:36,,
STARTED,397,19,(613) 3671-0166,2016-03-18 21:36,,
ENDED,376,3,(343) 7452-7559,2016-03-18 21:35,2016-03-18 21:36,SILENCE
ENDED,380,7,(519) 816-4163,2016-03-18 21:35,2016-03-18 21:36,SILENCE
ENDED,381,8,(416) 2101-6775,2016-03-18 21:35,2016-03-18 21:36,DROPPED_WHILE_TALKING
ENDED,372,9,(343) 4359-6855,2016-03-18 21:35,2016-03-18 21:36,WARM_TRANSFER
STARTED,398,7,(905) 1566-2460,2016-03-18 21:36,,
STARTED,399,31,(647) 626-7422,2016-03-18 21:36,,
STARTED,400,8,(249) 4127-4903,2016-03-18 21:36,,
STARTED,401,9,(705) 2296-4655,2016-03-18 21:37,,
STARTED,402,3,(365) 4165-6577,2016-03-18 21:37,,
ENDED,386,16,(226) 6749-2414,2016-03-18 21:35,2016-03-18 21:37,COMPLAINT
STARTED,403,25,(807) 2276-8219,2016-03-18 21:37,,
STARTED,404,30,(647) 6667-0025,2016-03-18 21:37,,
STARTED,405,16,(519) 4976-4738,2016-03-18 21:37,,
ENDED,309,5,(613) 1432-2841,2016-03-18 21:30,2016-03-18 21:37,PRODUCT_QUESTION
STARTED,406,35,(519) 4249-9656,2016-03-18 21:37,,
STARTED,407,5,(249) 1191-9827,2016-03-18 21:37,,
STARTED,408,40,(519) 1832-8485,2016-03-18 21:37,,
ENDED,385,15,(365) 1156-7011,2016-03-18 21:35,2016-03-18 21:37,TECH_SUPPORT
ENDED,398,7,(905) 1566-2460,2016-03-18 21:36,2016-03-18 21:37,COMPLAINT
STARTED,409,15,(416) 1615-5831,2016-03-18 21:37,,
ENDED,357,28,(807) 7713-9009,2016-03-18 21:33,2016-03-18 21:37,SILENCE
ENDED,389,17,(437) 4235-4411,2016-03-18 21:36,2016-03-18 21:37,BILLING_QUESTION
STARTED,410,28,(647) 6767-5676,2016-03-18 21:37,,
STARTED,411,7,(437) 3388-3921,2016-03-18 21:37,,
ENDED,333,4,(249) 4182-5833,2016-03-18 21:32,2016-03-18 21:37,TECH_SUPPORT
STARTED,412,4,(226) 1068-7465,2016-03-18 21:37,,
STARTED,413,17,(807) 6100-2942,2016-03-18 21:37,,
ENDED,410,28,(647) 6767-5676,2016-03-18 21:37,2016-03-18 21:37,DROPPED_WHILE_TALKING
ENDED,382,37,(249) 4545-1784,2016-03-18 21:35,2016-03-18 21:37,PRODUCT_QUESTION
STARTED,414,37,(343) 1406-7963,2016-03-18 21:37,,
ENDED,412,4,(226) 1068-7465,2016-03-18 21:37,2016-03-18 21:37,TECH_SUPPORT
ENDED,375,26,(647) 8847-5721,2016-03-18 21:35,2016-03-18 21:37,TECH_SUPPORT
STARTED,415,26,(647) 8261-9344,2016-03-18 21:37,,
STARTED,416,4,(416) 6101-6726,2016-03-18 21:37,,
STARTED,417,28,(519) 2471-7132,2016-03-18 21:37,,
ENDED,415,26,(647) 8261-9344,2016-03-18 21:37,2016-03-18 21:37,REQUIRES_SUPERVISOR_ATTENTION
STARTED,418,26,(416) 2526-9947,2016-03-18 21:37,,
ENDED,367,29,(705) 4557-6546,2016-03-18 21:34,2016-03-18 21:38,DROPPED_WHILE_TALKING
STARTED,419,29,(705) 2206-1998,2016-03-18 21:38,,
ENDED,361,2,(807) 9879-9429,2016-03-18 21:34,2016-03-18 21:38,WARM_TRANSFER
STARTED,420,2,(705) 4408-7987,2016-03-18 21:38,,
ENDED,409,15,(416) 1615-5831,2016-03-18 21:37,2016-03-18 21:38,REFUND
STARTED,421,15,(365) 1260-8103,2016-03-18 21:38,,
ENDED,411,7,(437) 3388-3921,2016-03-18 21:37,2016-03-18 21:38,SILENCE
STARTED,422,7,(705) 5726-9926,2016-03-18 21:38,,
ENDED,402,3,(365) 4165-6577,2016-03-18 21:37,2016-03-18 21:38,BILLING_QUESTION
STARTED,423,3,(365) 7458-1169,2016-03-18 21:38,,
ENDED,420,2,(705) 4408-7987,2016-03-18 21:38,2016-03-18 21:38,BILLING_QUESTION
STARTED,424,2,(343) 5763-5749,2016-03-18 21:38,,
ENDED,396,22,(705) 3743-0178,2016-03-18 21:36,2016-03-18 21:38,BILLING_QUESTION
STARTED,425,22,(437) 6441-6793,2016-03-18 21:38,,
ENDED,336,32,(249) 7598-1272,2016-03-18 21:32,2016-03-18 21:38,CANCELLATION
STARTED,426,32,(226) 2734-1704,2016-03-18 21:38,,
ENDED,383,36,(705) 1236-6878,2016-03-18 21:35,2016-03-18 21:38,DROPPED_WHILE_TALKING
STARTED,427,36,(226) 9044-9103,2016-03-18 21:38,,
ENDED,418,26,(416) 2526-9947,2016-03-18 21:37,2016-03-18 21:38,WARM_TRANSFER
STARTED,428,26,(807) 7400-6948,2016-03-18 21:38,,
ENDED,399,31,(647) 626-7422,2016-03-18 21:36,2016-03-18 21:38,REFUND
STARTED,429,31,(905) 4724-1669,2016-03-18 21:38,,
ENDED,401,9,(705) 2296-4655,2016-03-18 21:37,2016-03-18 21:38,CANCELLATION
STARTED,430,9,(343) 7552-8351,2016-03-18 21:38,,
ENDED,363,13,(519) 3098-1301,2016-03-18 21:34,2016-03-18 21:38,BILLING_QUESTION
ENDED,416,4,(416) 6101-6726,2016-03-18 21:37,2016-03-18 21:38,REFUND
STARTED,431,4,(289) 4468-7544,2016-03-18 21:38,,
ENDED,426,32,(226) 2734-1704,2016-03-18 21:38,2016-03-18 21:38,NEW_ORDER
ENDED,344,33,(705) 2020-6150,2016-03-18 21:33,2016-03-18 21:38,SILENCE
ENDED,421,15,(365) 1260-8103,2016-03-18 21:38,2016-03-18 21:38,SILENCE
ENDED,400,8,(249) 4127-4903,2016-03-18 21:36,2016-03-18 21:39,CANCELLATION
STARTED,432,13,(226) 8011-1438,2016-03-18 21:39,,
ENDED,413,17,(807) 6100-2942,2016-03-18 21:37,2016-03-18 21:39,WARM_TRANSFER
STARTED,433,17,(807) 5591-3323,2016-03-18 21:39,,
STARTED,434,15,(343) 282-0773,2016-03-18 21:39,,
ENDED,414,37,(343) 1406-7963,2016-03-18 21:37,2016-03-18 21:39,PRODUCT_QUESTION
STARTED,435,32,(365) 7033-7293,2016-03-18 21:39,,
STARTED,436,8,(905) 1353-9354,2016-03-18 21:39,,
ENDED,408,40,(519) 1832-8485,2016-03-18 21:37,2016-03-18 21:39,CANCELLATION
STARTED,437,33,(437) 700-8500,2016-03-18 21:39,,
STARTED,438,37,(647) 4051-1358,2016-03-18 21:39,,
ENDED,436,8,(905) 1353-9354,2016-03-18 21:39,2016-03-18 21:39,BILLING_QUESTION
STARTED,439,40,(343) 2338-0661,2016-03-18 21:39,,
ENDED,435,32,(365) 7033-7293,2016-03-18 21:39,2016-03-18 21:39,TECH_SUPPORT
STARTED,440,8,(289) 3911-7820,2016-03-18 21:39,,
ENDED,407,5,(249) 1191-9827,2016-03-18 21:37,2016-03-18 21:39,COMPLAINT
ENDED,378,12,(905) 2064-4919,2016-03-18 21:35,2016-03-18 21:39,BILLING_QUESTION
STARTED,441,32,(705) 9386-3366,2016-03-18 21:39,,
ENDED,430,9,(343) 7552-8351,2016-03-18 21:38,2016-03-18 21:39,REQUIRES_SUPERVISOR_ATTENTION
STARTED,442,5,(249) 7385-3341,2016-03-18 21:39,,
ENDED,437,33,(437) 700-8500,2016-03-18 21:39,2016-03-18 21:39,BILLING_QUESTION
STARTED,443,33,(905) 3108-1575,2016-03-18 21:39,,
STARTED,444,12,(613) 779-3638,2016-03-18 21:39,,
STARTED,445,9,(289) 2520-3818,2016-03-18 21:39,,
ENDED,374,11,(437) 1572-9939,2016-03-18 21:35,2016-03-18 21:39,WARM_TRANSFER
STARTED,446,11,(226) 7634-5710,2016-03-18 21:39,,
ENDED,403,25,(807) 2276-8219,2016-03-18 21:37,2016-03-18 21:39,SILENCE
ENDED,429,31,(905) 4724-1669,2016-03-18 21:38,2016-03-18 21:39,BILLING_QUESTION
ENDED,371,39,(289) 8661-0470,2016-03-18 21:34,2016-03-18 21:39,CANCELLATION
STARTED,447,31,(519) 5514-0824,2016-03-18 21:39,,
STARTED,448,39,(226) 3750-5980,2016-03-18 21:40,,
STARTED,449,25,(226) 9050-2630,2016-03-18 21:40,,
ENDED,379,18,(416) 3836-1678,2016-03-18 21:35,2016-03-18 21:40,INCORRECT_NUMBER
ENDED,424,2,(343) 5763-5749,2016-03-18 21:38,2016-03-18 21:40,INCORRECT_NUMBER
ENDED,395,38,(519) 9335-2583,2016-03-18 21:36,2016-03-18 21:40,NEW_ORDER
STARTED,450,2,(705) 6341-3177,2016-03-18 21:40,,
STARTED,451,38,(705) 6118-8636,2016-03-18 21:40,,
ENDED,448,39,(226) 3750-5980,2016-03-18 21:40,2016-03-18 21:40,BILLING_QUESTION
ENDED,404,30,(647) 6667-0025,2016-03-18 21:37,2016-03-18 21:40,NEW_ORDER
ENDED,434,15,(343) 282-0773,2016-03-18 21:39,2016-03-18 21:40,CANCELLATION
STARTED,452,39,(343) 4993-4142,2016-03-18 21:40,,
STARTED,453,18,(647) 665-4543,2016-03-18 21:40,,
STARTED,454,30,(416) 829-0167,2016-03-18 21:40,,
STARTED,455,15,(905) 9292-1113,2016-03-18 21:40,,
ENDED,406,35,(519) 4249-9656,2016-03-18 21:37,2016-03-18 21:40,REQUIRES_SUPERVISOR_ATTENTION
STARTED,456,35,(519) 5101-1802,2016-03-18 21:40,,
ENDED,447,31,(519) 5514-0824,2016-03-18 21:39,2016-03-18 21:40,CANCELLATION
ENDED,373,10,(416) 9703-4971,2016-03-18 21:35,2016-03-18 21:40,PRODUCT_QUESTION
ENDED,456,35,(519) 5101-1802,2016-03-18 21:40,2016-03-18 21:40,COMPLAINT
STARTED,457,31,(226) 6072-3312,2016-03-18 21:40,,
ENDED,451,38,(705) 6118-8636,2016-03-18 21:40,2016-03-18 21:40,NEW_ORDER
STARTED,458,38,(613) 2678-1241,2016-03-18 21:40,,
ENDED,458,38,(613) 2678-1241,2016-03-18 21:40,2016-03-18 21:40,DROPPED_WHILE_TALKING
ENDED,431,4,(289) 4468-7544,2016-03-18 21:38,2016-03-18 21:40,BILLING_QUESTION
ENDED,433,17,(807) 5591-3323,2016-03-18 21:39,2016-03-18 21:40,SILENCE
ENDED,445,9,(289) 2520-3818,2016-03-18 21:39,2016-03-18 21:40,BILLING_QUESTION
STARTED,459,10,(365) 1110-6411,2016-03-18 21:40,,
ENDED,391,24,(905) 1291-0700,2016-03-18 21:36,2016-03-18 21:40,CANCELLATION
STARTED,460,38,(613) 9411-9699,2016-03-18 21:40,,
ENDED,457,31,(226) 6072-3312,2016-03-18 21:40,2016-03-18 21:40,TECH_SUPPORT
ENDED,444,12,(613) 779-3638,2016-03-18 21:39,2016-03-18 21:41,TECH_SUPPORT
STARTED,461,17,(343) 9043-5268,2016-03-18 21:41,,
STARTED,462,4,(519) 368-7590,2016-03-18 21:41,,
ENDED,461,17,(343) 9043-5268,2016-03-18 21:41,2016-03-18 21:41,NEW_ORDER
ENDED,397,19,(613) 3671-0166,2016-03-18 21:36,2016-03-18 21:41,SILENCE
ENDED,423,3,(365) 7458-1169,2016-03-18 21:38,2016-03-18 21:41,CANCELLATION
STARTED,463,19,(905) 4081-6204,2016-03-18 21:41,,
STARTED,464,24,(289) 6449-7195,2016-03-18 21:41,,
ENDED,450,2,(705) 6341-3177,2016-03-18 21:40,2016-03-18 21:41,COMPLAINT
ENDED,442,5,(249) 7385-3341,2016-03-18 21:39,2016-03-18 21:41,CANCELLATION
ENDED,254,23,(343) 9610-4711,2016-03-18 21:27,2016-03-18 21:41,BILLING_QUESTION
ENDED,441,32,(705) 9386-3366,2016-03-18 21:39,2016-03-18 21:41,SILENCE
STARTED,465,31,(289) 2946-3371,2016-03-18 21:41,,
ENDED,453,18,(647) 665-4543,2016-03-18 21:40,2016-03-18 21:41,CANCELLATION
ENDED,362,34,(647) 4146-0316,2016-03-18 21:34,2016-03-18 21:41,CANCELLATION
ENDED,432,13,(226) 8011-1438,2016-03-18 21:39,2016-03-18 21:41,WARM_TRANSFER
STARTED,466,35,(226) 5183-6083,2016-03-18 21:41,,
STARTED,467,23,(289) 962-8436,2016-03-18 21:41,,
STARTED,468,13,(249) 3628-7431,2016-03-18 21:41,,
STARTED,469,3,(519) 7118-3019,2016-03-18 21:41,,
STARTED,470,5,(705) 7647-1687,2016-03-18 21:41,,
STARTED,471,18,(249) 9307-2072,2016-03-18 21:41,,
STARTED,472,32,(365) 6044-5128,2016-03-18 21:41,,
STARTED,473,34,(416) 6167-4494,2016-03-18 21:41,,
ENDED,446,11,(226) 7634-5710,2016-03-18 21:39,2016-03-18 21:41,WARM_TRANSFER
ENDED,405,16,(519) 4976-4738,2016-03-18 21:37,2016-03-18 21:41,BILLING_QUESTION
STARTED,474,9,(437) 9656-5061,2016-03-18 21:41,,
ENDED,471,18,(249) 9307-2072,2016-03-18 21:41,2016-03-18 21:41,COMPLAINT
STARTED,475,18,(289) 8725-3441,2016-03-18 21:41,,
STARTED,476,11,(437) 3627-5394,2016-03-18 21:41,,
STARTED,477,12,(807) 2527-0954,2016-03-18 21:42,,
STARTED,478,2,(905) 2202-2845,2016-03-18 21:42,,
STARTED,479,16,(249) 2115-2643,2016-03-18 21:42,,
STARTED,480,17,(647) 5606-6840,2016-03-18 21:42,,
ENDED,474,9,(437) 9656-5061,2016-03-18 21:41,2016-03-18 21:42,SILENCE
ENDED,384,20,(519) 9799-0808,2016-03-18 21:35,2016-03-18 21:42,TECH_SUPPORT
STARTED,481,20,(226) 1843-0888,2016-03-18 21:42,,
STARTED,482,9,(343) 7881-5677,2016-03-18 21:42,,
ENDED,473,34,(416) 6167-4494,2016-03-18 21:41,2016-03-18 21:42,NEW_ORDER
STARTED,483,34,(249) 9316-5411,2016-03-18 21:42,,
ENDED,440,8,(289) 3911-7820,2016-03-18 21:39,2016-03-18 21:42,CANCELLATION
ENDED,438,37,(647) 4051-1358,2016-03-18 21:39,2016-03-18 21:42,DROPPED_WHILE_TALKING
STARTED,484,37,(249) 6959-6880,2016-03-18 21:42,,
STARTED,485,8,(905) 8642-1288,2016-03-18 21:42,,
ENDED,337,27,(613) 6389-1269,2016-03-18 21:32,2016-03-18 21:42,WARM_TRANSFER
ENDED,422,7,(705) 5726-9926,2016-03-18 21:38,2016-03-18 21:42,REFUND
ENDED,443,33,(905) 3108-1575,2016-03-18 21:39,2016-03-18 21:42,CANCELLATION
STARTED,486,7,(519) 7376-4545,2016-03-18 21:42,,
STARTED,487,33,(343) 3359-8382,2016-03-18 21:42,,
ENDED,482,9,(343) 7881-5677,2016-03-18 21:42,2016-03-18 21:42,WARM_TRANSFER
ENDED,425,22,(437) 6441-6793,2016-03-18 21:38,2016-03-18 21:42,NEW_ORDER
STARTED,488,9,(365) 3281-1478,2016-03-18 21:42,,
STARTED,489,27,(365) 5640-7469,2016-03-18 21:42,,
STARTED,490,22,(905) 7286-1043,2016-03-18 21:42,,
ENDED,419,29,(705) 2206-1998,2016-03-18 21:38,2016-03-18 21:42,REFUND
STARTED,491,29,(647) 3465-4440,2016-03-18 21:42,,
ENDED,490,22,(905) 7286-1043,2016-03-18 21:42,2016-03-18 21:42,DROPPED_WHILE_TALKING
ENDED,388,1,(365) 5854-2087,2016-03-18 21:35,2016-03-18 21:42,BILLING_QUESTION
STARTED,492,1,(519) 5237-6570,2016-03-18 21:42,,
STARTED,493,22,(807) 5391-4291,2016-03-18 21:42,,
ENDED,476,11,(437) 3627-5394,2016-03-18 21:41,2016-03-18 21:43,WARM_TRANSFER
STARTED,494,11,(437) 3783-8318,2016-03-18 21:43,,
ENDED,452,39,(343) 4993-4142,2016-03-18 21:40,2016-03-18 21:43,BILLING_QUESTION
ENDED,483,34,(249) 9316-5411,2016-03-18 21:42,2016-03-18 21:43,COMPLAINT
ENDED,492,1,(519) 5237-6570,2016-03-18 21:42,2016-03-18 21:43,REFUND
STARTED,495,34,(289) 1011-7782,2016-03-18 21:43,,
STARTED,496,1,(647) 4620-5948,2016-03-18 21:43,,
STARTED,497,39,(289) 1664-1905,2016-03-18 21:43,,
ENDED,493,22,(807) 5391-4291,2016-03-18 21:42,2016-03-18 21:43,CANCELLATION
STARTED,498,22,(807) 5149-1394,2016-03-18 21:43,,
ENDED,455,15,(905) 9292-1113,2016-03-18 21:40,2016-03-18 21:43,WARM_TRANSFER
STARTED,499,15,(416) 3974-2436,2016-03-18 21:43,,
ENDED,481,20,(226) 1843-0888,2016-03-18 21:42,2016-03-18 21:43,BILLING_QUESTION
ENDED,158,6,(519) 7159-3563,2016-03-18 21:20,2016-03-18 21:43,REFUND
STARTED,500,6,(416) 5835-3290,2016-03-18 21:43,,
ENDED,465,31,(289) 2946-3371,2016-03-18 21:41,2016-03-18 21:43,NEW_ORDER
ENDED,488,9,(365) 3281-1478,2016-03-18 21:42,2016-03-18 21:43,TECH_SUPPORT
STARTED,501,31,(365) 3449-5976,2016-03-18 21:43,,
STARTED,502,9,(647) 5641-5317,2016-03-18 21:43,,
ENDED,428,26,(807) 7400-6948,2016-03-18 21:38,2016-03-18 21:43,COMPLAINT
STARTED,503,20,(647) 4119-1615,2016-03-18 21:43,,
STARTED,504,26,(613) 8585-1574,2016-03-18 21:43,,
ENDED,468,13,(249) 3628-7431,2016-03-18 21:41,2016-03-18 21:43,COMPLAINT
STARTED,505,13,(365) 7124-0244,2016-03-18 21:43,,
ENDED,427,36,(226) 9044-9103,2016-03-18 21:38,2016-03-18 21:43,REFUND
STARTED,506,36,(705) 422-1490,2016-03-18 21:43,,
ENDED,466,35,(226) 5183-6083,2016-03-18 21:41,2016-03-18 21:43,WARM_TRANSFER
STARTED,507,35,(289) 5265-6290,2016-03-18 21:43,,
ENDED,477,12,(807) 2527-0954,2016-03-18 21:42,2016-03-18 21:43,REFUND
ENDED,498,22,(807) 5149-1394,2016-03-18 21:43,2016-03-18 21:43,PRODUCT_QUESTION
ENDED,496,1,(647) 4620-5948,2016-03-18 21:43,2016-03-18 21:44,NEW_ORDER
ENDED,449,25,(226) 9050-2630,2016-03-18 21:40,2016-03-18 21:44,PRODUCT_QUESTION
STARTED,508,22,(289) 7907-1963,2016-03-18 21:44,,
STARTED,509,12,(905) 3061-0816,2016-03-18 21:44,,
STARTED,510,1,(249) 3858-4247,2016-03-18 21:44,,
ENDED,480,17,(647) 5606-6840,2016-03-18 21:42,2016-03-18 21:44,TECH_SUPPORT
STARTED,511,25,(437) 8722-6746,2016-03-18 21:44,,
ENDED,460,38,(613) 9411-9699,2016-03-18 21:40,2016-03-18 21:44,INCORRECT_NUMBER
ENDED,491,29,(647) 3465-4440,2016-03-18 21:42,2016-03-18 21:44,DROPPED_WHILE_TALKING
STARTED,512,29,(647) 5301-1094,2016-03-18 21:44,,
STARTED,513,38,(343) 4198-2173,2016-03-18 21:44,,
STARTED,514,17,(807) 2441-3563,2016-03-18 21:44,,
ENDED,506,36,(705) 422-1490,2016-03-18 21:43,2016-03-18 21:44,CANCELLATION
STARTED,515,36,(437) 2571-3369,2016-03-18 21:44,,
ENDED,497,39,(289) 1664-1905,2016-03-18 21:43,2016-03-18 21:44,SILENCE
ENDED,464,24,(289) 6449-7195,2016-03-18 21:41,2016-03-18 21:44,CANCELLATION
STARTED,516,24,(249) 5384-4458,2016-03-18 21:44,,
STARTED,517,39,(647) 4363-8974,2016-03-18 21:44,,
ENDED,472,32,(365) 6044-5128,2016-03-18 21:41,2016-03-18 21:44,DROPPED_WHILE_TALKING
STARTED,518,32,(226) 767-6571,2016-03-18 21:44,,
ENDED,462,4,(519) 368-7590,2016-03-18 21:41,2016-03-18 21:44,PRODUCT_QUESTION
ENDED,484,37,(249) 6959-6880,2016-03-18 21:42,2016-03-18 21:44,CANCELLATION
ENDED,469,3,(519) 7118-3019,2016-03-18 21:41,2016-03-18 21:44,TECH_SUPPORT
STARTED,519,37,(519) 3796-6213,2016-03-18 21:44,,
STARTED,520,4,(343) 8759-0402,2016-03-18 21:44,,
STARTED,521,3,(416) 4782-6597,2016-03-18 21:44,,
ENDED,510,1,(249) 3858-4247,2016-03-18 21:44,2016-03-18 21:44,WARM_TRANSFER
ENDED,478,2,(905) 2202-2845,2016-03-18 21:42,2016-03-18 21:44,PRODUCT_QUESTION
STARTED,522,1,(437) 7020-6059,2016-03-18 21:44,,
ENDED,495,34,(289) 1011-7782,2016-03-18 21:43,2016-03-18 21:44,SILENCE
STARTED,523,2,(249) 6669-5082,2016-03-18 21:45,,
